monumentna,,state,lat,long,coordinate,asicircle,district
JAIN TEMPLE INSCRIPTION,,Rajasthan,23.90350278,74.05603333,"23.90350278,23.94060833",JODHPUR Circle,DUNGARPUR
SOMNATH TEMPLE,,Rajasthan,23.94060833,73.861475,"23.94060833,29.16861111",JODHPUR Circle,DUNGARPUR
ANCIENT MOUNDS,,Rajasthan,29.16861111,73.31361111,"29.16861111,29.36031934",JODHPUR Circle,GANGANAGAR
ANCIENT MOUNDS,,Rajasthan,29.36031934,73.92295569,"29.36031934,29.22360833",JODHPUR Circle,GANGANAGAR
ANCIENT MOUNDS (2),,Rajasthan,29.22360833,73.12748056,"29.22360833,29.23846389",JODHPUR Circle,GANGANAGAR
ANCIENT MOUNDS,,Rajasthan,29.23846389,73.23319167,"29.23846389,29.34388889",JODHPUR Circle,GANGANAGAR
ANCIENT MOUNDS,,Rajasthan,29.34388889,73.95611111,"29.34388889,29.23777778",JODHPUR Circle,GANGANAGAR
ANCIENT MOUNDS,,Rajasthan,29.23777778,73.22305556,"29.23777778,29.37361944",JODHPUR Circle,GANGANAGAR
ANCIENT MOUNDS,,Rajasthan,29.37361944,74.06831944,"29.37361944,29.60030556",JODHPUR Circle,HANUMANGARH
ANCIENT MOUNDS,,Rajasthan,29.60030556,74.38413333,"29.60030556,29.57185556",JODHPUR Circle,HANUMANGARH
ANCIENT MOUNDS IN THE NEIGHBOURHOOD OF SURATGARH,,Rajasthan,29.57185556,74.25590278,"29.57185556,29.36415833",JODHPUR Circle,HANUMANGARH
ANCIENT MOUNDS,,Rajasthan,29.36415833,74.02914167,"29.36415833,29.46638889",JODHPUR Circle,HANUMANGARH
ANCIENT MOUNDS,,Rajasthan,29.46638889,74.40138889,"29.46638889,29.57263889",JODHPUR Circle,HANUMANGARH
ANCIENT MOUNDS,,Rajasthan,29.57263889,74.48583611,"29.57263889,29.49777778",JODHPUR Circle,HANUMANGARH
ANCIENT MOUNDS,,Rajasthan,29.49777778,74.085,"29.49777778,26.9125",JODHPUR Circle,HANUMANGARH
FORT INCLUDING ANCIENT TEMPLES,,Rajasthan,26.9125,70.9125,"26.9125,26.98583333",JODHPUR Circle,JAISALMER
ANCIENT SITE,,Rajasthan,26.98583333,70.805,"26.98583333,26.35388889",JODHPUR Circle,JAISALMER
FORT,,Rajasthan,26.35388889,73.03194444,"26.35388889,25.0327",JODHPUR Circle,JODHPUR
"ARCHAEOLOGICAL SITE AND REMAINS COMPRISED IN SURVEY PLOT NOS.938,941,1065,1066,1067,1068,1069,1070,1071,1072,1073 AND 1074",,Rajasthan,25.0327,74.26368611,"25.0327,25.14916667",JODHPUR Circle,RAJSAMAND
FORT OF KUMBHALGARH AS A WHOLE,,Rajasthan,25.14916667,73.58111111,"25.14916667,25.06861111",JODHPUR Circle,RAJSAMAND
"GHAT WITH INSCRIPTIONS, PAVILIONS AND TORANAS,TOGETHER WITH ADJACENT AREA COMPRISED IN SURVEY PLOT NO.344",,Rajasthan,25.06861111,73.87611111,"25.06861111,24.88686111",JODHPUR Circle,RAJSAMAND
CHETAK SAMADHI,,Rajasthan,24.88686111,73.6925,"24.88686111,24.90013889",JODHPUR Circle,RAJSAMAND
BADSHAHI BAGH,,Rajasthan,24.90013889,73.71686111,"24.90013889,24.89497222",JODHPUR Circle,RAJSAMAND
HALDI GHATI,,Rajasthan,24.89497222,73.70213889,"24.89497222,24.92038889",JODHPUR Circle,RAJSAMAND
RAKTA TALAI,,Rajasthan,24.92038889,73.7195,"24.92038889,24.00684167",JODHPUR Circle,RAJSAMAND
ANCIENT RUINS,,Rajasthan,24.00684167,73.75494722,"24.00684167,24.735",JODHPUR Circle,UDAIPUR
SAS BAHU TEMPLE,,Rajasthan,24.735,73.71611111,"24.735,24.17705556",JODHPUR Circle,UDAIPUR
PRATAP SMARAK,,Rajasthan,24.17705556,73.81127778,"24.17705556,24.24277886",JODHPUR Circle,UDAIPUR
HAWA MAHAL KNOWN AS ROOTHI RANI KA MAHAL,,Rajasthan,24.24277886,73.96229194,"24.24277886,24.23833333",JODHPUR Circle,UDAIPUR
MAHAL KNOWN AS HAWA MAHAL,,Rajasthan,24.23833333,73.95388889,"24.23833333,29.24098175",JODHPUR Circle,UDAIPUR
ANCIENT MOUNDS (2),,Rajasthan,29.24098175,73.54170112,"29.24098175,25.90361111",JODHPUR Circle,GANGANAGAR
"Remains  of a Fort,",,Nagaland,25.90361111,93.74027778,"25.90361111,25.65408743",Guwahati Circle,Kohima
"Memorial of Mr. G.H. Damant, Major cook and Subedar Nurbir Sahi,,",,Nagaland,25.65408743,94.02208643,"25.65408743,25.69370308",Guwahati Circle,Kohima
"Lt. H.Forbe’s Grave,",,Nagaland,25.69370308,94.03480111,"25.69370308,24.93961471",Guwahati Circle,Kohima
Cachari ruins /The singha darwaza,,Assam,24.93961471,92.93144048,"24.93961471,26.19391307",Guwahati Circle,Cachar
"The Carvings,inscriptions and pillar on the Urbasi Island",,Assam,26.19391307,91.744864,"26.19391307,24.93692303",Guwahati Circle,Kamrup  (M)
Cachari ruins   /The Snan mandir,,Assam,24.93692303,92.92966512,"24.93692303,24.93539936",Guwahati Circle,Cachar
Cachari ruins   /The temple of Ranachandi,,Assam,24.93539936,92.93165601,"24.93539936,24.93572036",Guwahati Circle,Cachar
Cachari ruins   / Two Small temple,,Assam,24.93572036,92.93128647,"24.93572036,24.93344559",Guwahati Circle,Cachar
Cachari ruins   / Baradwari,,Assam,24.93344559,92.93075348,"24.93344559,26.6605138",Guwahati Circle,Cachar
Grave of Lieutenant Lewis Van Sandan,,Assam,26.6605138,93.17210113,"26.6605138,26.66058696",Guwahati Circle,Biswanath
Grave of Lieutenant Thomas Kennedy.,,Assam,26.66058696,93.17200164,"26.66058696,26.66157687",Guwahati Circle,Biswanath
"The rock known as "" Biswanath Sivalinga""",,Assam,26.66157687,93.17532418,"26.66157687,26.66166667",Guwahati Circle,Biswanath
"The rock known as ""Sukreswar"" the island ""Umatumani""",,Assam,26.66166667,93.17666667,"26.66166667,26.61685678",Guwahati Circle,Biswanath
Masonary remains on the Bamuni Hills.,,Assam,26.61685678,92.81601316,"26.61685678,26.16476791",Guwahati Circle,Sonitpur
"Rock-cut Figures in the Nilachal hill, B. Figures of Ganesha",,Assam,26.16476791,91.69975149,"26.16476791,26.16477995",Guwahati Circle,Kamrup  (M)
"Rock-cut Figures in the Nilachal hill,  C. Figure of Narakasura",,Assam,26.16477995,91.69975339,"26.16477995,26.16476077",Guwahati Circle,Kamrup  (M)
"Rock-cut Figures in the Nilachal hill,  E. Miniature sikahara shrines",,Assam,26.16476077,91.69975149,"26.16476077,26.16502632",Guwahati Circle,Kamrup  (M)
"Rock-cut Figures in the Nilachal hill,  G. Stone Gateway",,Assam,26.16502632,91.70034131,"26.16502632,26.23516354",Guwahati Circle,Kamrup  (M)
Shri Shri Kameswar temple,,Assam,26.23516354,91.53459801,"26.23516354,26.98888889",Guwahati Circle,Kamrup  ( R )
Devidol,,Assam,26.98888889,94.63222222,"26.98888889,26.98861111",Guwahati Circle,Sivasagar
Sivadol,,Assam,26.98861111,94.63305556,"26.98861111,26.93634415",Guwahati Circle,Sivasagar
Garhgaon Raja’s Palace,,Assam,26.93634415,94.74510956,"26.93634415,26.65980911",Guwahati Circle,Sivasagar
"Bordol Temple,",,Assam,26.65980911,93.17202759,"26.65980911,26.62495041",Guwahati Circle,Sonitpur
"Ruins, Singri Hill",,Assam,26.62495041,92.48659515,"26.62495041,26.9598365",Guwahati Circle,Sonitpur
Ranganath dol,,Assam,26.9598365,94.62238967,"26.9598365,25.3185294",Guwahati Circle,Sivasagar
Rock- cut temple,,Assam,25.3185294,93.12990863,"25.3185294,26.98880196",Guwahati Circle,Dima Hasao
Vishnudol,,Assam,26.98880196,94.6329422,"26.98880196,26.96702003",Guwahati Circle,Sivasagar
Ranghar ruins,,Assam,26.96702003,94.61942291,"26.96702003,26.96570396",Guwahati Circle,Sivasagar
The Karenghar of the Ahom Kings,,Assam,26.96570396,94.62406158,"26.96570396,26.96433449",Guwahati Circle,Sivasagar
Golaghar or magazine House,,Assam,26.96433449,94.62214661,"26.96433449,26.95454407",Guwahati Circle,Sivasagar
Devidol,,Assam,26.95454407,94.61857605,"26.95454407,26.95555878",Guwahati Circle,Sivasagar
Sivadol,,Assam,26.95555878,94.62129211,"26.95555878,26.95557022",Guwahati Circle,Sivasagar
Vishnudol,,Assam,26.95557022,94.62417603,"26.95557022,26.95038414",Guwahati Circle,Sivasagar
Ghanashyam’s House,,Assam,26.95038414,94.61804962,"26.95038414,26.94714737",Guwahati Circle,Sivasagar
Vishnudol,,Assam,26.94714737,94.53374481,"26.94714737,26.94723129",Guwahati Circle,Sivasagar
Devidol,,Assam,26.94723129,94.53518677,"26.94723129,26.94746399",Guwahati Circle,Sivasagar
Sivadol,,Assam,26.94746399,94.53805542,"26.94746399,26.94403458",Guwahati Circle,Sivasagar
Gourisagar Tank,,Assam,26.94403458,94.53656006,"26.94403458,26.84976959",Guwahati Circle,Sivasagar
"Dhandi Temple, N.C. Kamdayal",,Assam,26.84976959,93.6986084,"26.84976959,26.73470497",Guwahati Circle,Sonitpur
Sivadol,,Assam,26.73470497,94.00524139,"26.73470497,26.15515327",Guwahati Circle,Golaghat
Rangamati Mosque and the ablution tank attached thereto.,,Assam,26.15515327,90.05475616,"26.15515327,26.13916779",Guwahati Circle,Dhubri
Idgah on the Rangamati Hill with its enclose walls and a space of 16'-20'around there.,,Assam,26.13916779,90.03774261,"26.13916779,26.61526491",Guwahati Circle,Dhubri
"The rock on the bank of Brahmaputra, about 2 miles below  Tezpur and the inscription thereon.",,Assam,26.61526491,92.76995781,"26.61526491,26.11265674",Guwahati Circle,Sonitpur
Sri Suryapahar ruins,,Assam,26.11265674,90.68925833,"26.11265674,24.93954273",Guwahati Circle,Goalpara
Cachari Ruins  /A small unfinished dwellinghouse,,Assam,24.93954273,92.93105501,"24.93954273,26.24273682",Guwahati Circle,Cachar
Hayagriva Madhava Temple,,Assam,26.24273682,91.52655029,"26.24273682,26.23614502",Guwahati Circle,Kamrup  ( R )
Shri Shri Ganesh temple,,Assam,26.23614502,91.53401184,"26.23614502,26.24178314",Guwahati Circle,Kamrup  ( R )
Shri Shri Kedar temple,,Assam,26.24178314,91.5439682,"26.24178314,26.187994",Guwahati Circle,Kamrup  ( R )
"Visnu Janardana, , Guwahati, Kamrup",,Assam,26.187994,91.74084473,"26.187994,26.16116142",Guwahati Circle,Kamrup  (M)
"Duargorila Rock Inscription,  Guwahati, Kamrup",,Assam,26.16116142,91.71087646,"26.16116142,26.22015241",Guwahati Circle,Kamrup  (M)
Ancient  caves,,Assam,26.22015241,90.57456109,"26.22015241,26.16597013",Guwahati Circle,Bongaigaon
"Rock-cut Figures in the Nilachal hill: - A. Dancing Bhairava, localy  known as Bala Bhairava",,Assam,26.16597013,91.70505081,"26.16597013,26.1647522",Guwahati Circle,Kamrup  (M)
"Rock-cut Figures in the Nilachal hill, D. Sculpture of Bhairavai",,Assam,26.1647522,91.69975292,"26.1647522,26.16476362",Guwahati Circle,Kamrup  (M)
"Rock-cut Figures in the Nilachal hill, F. Sivalingas",,Assam,26.16476362,91.69970438,"26.16476362,26.16477552",Guwahati Circle,Kamrup  (M)
"Rock-cut Figures in the Nilachal hill,  H. Bhairavi",,Assam,26.16477552,91.69975744,"26.16477552,26.30859388",Guwahati Circle,Kamrup  (M)
"Monoliths ,  Kasomari Pathar",,Assam,26.30859388,93.98814257,"26.30859388,26.6312959",Guwahati Circle,Golaghat
The mound and ruimns ot the stone temple bat Parbatia,,Assam,26.6312959,92.75763979,"26.6312959,24.93945085",Guwahati Circle,Sonitpur
Cachari ruins/The East Wall,,Assam,24.93945085,92.9310291,"24.93945085,24.62",Guwahati Circle,Cachar
Temple of Vishnu,,Manipur,24.62,93.75972222,"24.62,25.57388889",Guwahati Circle,Bishenpur
U-Mawthoh-dur briew,,Meghalaya,25.57388889,92.21611111,"25.57388889,25.21535001",Guwahati Circle,jaintia Hill
Megalithic bridge on the Um Kumbeh,,Meghalaya,25.21535001,92.18322747,"25.21535001,25.34693958",Guwahati Circle,jaintia Hill
"Megalithic bridge known as Thul-Um-Wi,",,Meghalaya,25.34693958,92.14455319,"25.34693958,25.17801232",Guwahati Circle,jaintia Hill
A Tank,,Meghalaya,25.17801232,92.13424049,"25.17801232,25.27301412",Guwahati Circle,jaintia Hill
"David Scott’s Monument,",,Meghalaya,25.27301412,91.73406187,"25.27301412,25.56991808",Guwahati Circle,E. Khasi Hills
"Manipur Memorial,",,Meghalaya,25.56991808,91.88451973,"25.56991808,23.53810908",Guwahati Circle,E. Khasi Hills
"Gunavati group of temples, ,",,Tripura,23.53810908,91.50265568,"23.53810908,23.53989461",Guwahati Circle,Gomiti
"Temple of Chaturdasa Devata,",,Tripura,23.53989461,91.49966738,"23.53989461,23.54151739",Guwahati Circle,Gomiti
"Bhubaneswari temple,",,Tripura,23.54151739,91.50431835,"23.54151739,23.20361111",Guwahati Circle,South Tripura
"Ancient mount called Thakurani Tila,",,Tripura,23.20361111,91.59194444,"23.20361111,23.20623779",Guwahati Circle,South Tripura
"Ancient Mount called Shyamsundar Ashram  Tila,",,Tripura,23.20623779,91.60382311,"23.20623779,23.61635798",Guwahati Circle,South Tripura
"Ancient Remains at Boxanagar,",,Tripura,23.61635798,91.16644488,"23.61635798,23.61611111",Guwahati Circle,Sepahijala
"Ancient Remains at Boxanagar,",,Tripura,23.61611111,91.16555556,"23.61611111,23.20136052",Guwahati Circle,Sepahijala
"Menhirs and caves at Vangchhia,",,MIZORAM,23.20136052,93.34172787,"23.20136052,22.72519112",Guwahati Circle,Champhai
26 Siva Temple,,West Bengal,22.72519112,88.36254883,"22.72519112,25.15255737",Kolkata Circle,24 Parganas (North)
Adina Masjid,,West Bengal,25.15255737,88.16423798,"25.15255737,25.1387043",Kolkata Circle,Maldah
Eklakhi Mausoleum,,West Bengal,25.1387043,88.15441895,"25.1387043,25.13859558",Kolkata Circle,Maldah
Qutub Sahi Masjid,,West Bengal,25.13859558,88.15340424,"25.13859558,24.88288116",Kolkata Circle,Maldah
Baraduari Masjid or the Great Golden Mosque,,West Bengal,24.88288116,88.12802887,"24.88288116,24.87893677",Kolkata Circle,Maldah
Dakhil Darwaja,,West Bengal,24.87893677,88.12510681,"24.87893677,24.87361526",Kolkata Circle,Maldah
Firoz Minar,,West Bengal,24.87361526,88.13040161,"24.87361526,24.86907578",Kolkata Circle,Maldah
Qadam Rasul Mosque,,West Bengal,24.86907578,88.13160706,"24.86907578,24.86875909",Kolkata Circle,Maldah
Lukochuri Gateway,,West Bengal,24.86875909,88.13207119,"24.86875909,24.86857521",Kolkata Circle,Maldah
Lukochuri Gateway,,West Bengal,24.86857521,88.13204936,"24.86857521,24.867836",Kolkata Circle,Maldah
Gumti Gateway,,West Bengal,24.867836,88.132164,"24.867836,24.86767387",Kolkata Circle,Maldah
Chika Mosque,,West Bengal,24.86767387,88.13150787,"24.86767387,24.87089426",Kolkata Circle,Maldah
Baisgazi Wall,,West Bengal,24.87089426,88.12599206,"24.87089426,24.86872673",Kolkata Circle,Maldah
Baisgazi Wall,,West Bengal,24.86872673,88.12722015,"24.86872673,24.86071777",Kolkata Circle,Maldah
Tantipara Masjid,,West Bengal,24.86071777,88.137146,"24.86071777,24.85495949",Kolkata Circle,Maldah
Lottan Masjid,,West Bengal,24.85495949,88.1395874,"24.85495949,24.34929085",Kolkata Circle,Maldah
Mosque,,West Bengal,24.34929085,88.07311249,"24.34929085,24.2513485",Kolkata Circle,Murshidabad
Char Bangla Group of Four Siva Temples,,West Bengal,24.2513485,88.24368286,"24.2513485,24.19816971",Kolkata Circle,Murshidabad
"Tomb of Azimunnisa Begum, daughter of Murshid Kuli Khan",,West Bengal,24.19816971,88.26486969,"24.19816971,24.18825531",Kolkata Circle,Murshidabad
"Imambara, Killa Nizamat",,West Bengal,24.18825531,88.26791382,"24.18825531,24.18834686",Kolkata Circle,Murshidabad
"Imambara, Killa Nizamat",,West Bengal,24.18834686,88.26926422,"24.18834686,24.18689728",Kolkata Circle,Murshidabad
Hazarduari Palace & Imambara together with adjacent area,,West Bengal,24.18689728,88.26876068,"24.18689728,24.18659401",Kolkata Circle,Murshidabad
"Yellow Mosque, Killa Nizamat",,West Bengal,24.18659401,88.26781464,"24.18659401,24.1817112",Kolkata Circle,Murshidabad
"White Mosque, Killa Nizamat",,West Bengal,24.1817112,88.26858521,"24.1817112,24.18054201",Kolkata Circle,Murshidabad
"South Gate, Killa Nizamat",,West Bengal,24.18054201,88.26949487,"24.18054201,24.18483162",Kolkata Circle,Murshidabad
Tomb & Mosque of Murshid Kuli Khan,,West Bengal,24.18483162,88.28800201,"24.18483162,24.16146088",Kolkata Circle,Murshidabad
Motijhil Jama Masjid,,West Bengal,24.16146088,88.27558136,"24.16146088,24.16084099",Kolkata Circle,Murshidabad
Tomb of Alivardi Khan & the tomb of Siraj-ud-daulah,,West Bengal,24.16084099,88.25847626,"24.16084099,24.12351418",Kolkata Circle,Murshidabad
Old English Cemetery or Old Residency Burial Ground,,West Bengal,24.12351418,88.26647186,"24.12351418,24.12351418",Kolkata Circle,Murshidabad
Dutch Cemetery,,West Bengal,24.12351418,88.27588654,"24.12351418,24.09682846",Kolkata Circle,Murshidabad
Residency Cemetery also known as Station Burial ground,,West Bengal,24.09682846,88.2641449,"24.09682846,24.02946091",Kolkata Circle,Murshidabad
Mounds known as the DevilÃ¢â¬â¢s Mound and Raja KarnaÃ¢â¬â¢s Palace,,West Bengal,24.02946091,88.19030762,"24.02946091,24.02532196",Kolkata Circle,Murshidabad
Mounds known as the DevilÃ¢â¬â¢s Mound and Raja KarnaÃ¢â¬â¢s Palace,,West Bengal,24.02532196,88.18683624,"24.02532196,23.90400875",Kolkata Circle,Murshidabad
Damodar Temple,,West Bengal,23.90400875,87.53203752,"23.90400875,23.6420784",Kolkata Circle,Birbhum
Temple of Radha Vinod commonly known as Joydev,,West Bengal,23.6420784,87.4305191,"23.6420784,23.6093998",Kolkata Circle,Birbhum
Temple of Ichai Ghosh,,West Bengal,23.6093998,87.45191193,"23.6093998,23.58136368",Kolkata Circle,Barddhaman
Ancient Site and Remains of Pandu Rajar Dhipi,,West Bengal,23.58136368,87.64225006,"23.58136368,23.70427513",Kolkata Circle,Barddhaman
Temple of Basuli and the mound with the Linga images of Shiva,,West Bengal,23.70427513,87.8682251,"23.70427513,23.43655396",Kolkata Circle,Birbhum
Radha Damodar Jeu Temple,,West Bengal,23.43655396,87.25508881,"23.43655396,23.34863472",Kolkata Circle,Bankura
Ratnesvara Temple,,West Bengal,23.34863472,87.29982758,"23.34863472,23.08078766",Kolkata Circle,Bankura
Radha Vinod Temple,,West Bengal,23.08078766,87.32772064,"23.08078766,23.08204955",Kolkata Circle,Bankura
Murali Mohan Temple,,West Bengal,23.08204955,87.31773839,"23.08204955,23.07986259",Kolkata Circle,Bankura
Mallesvara Temple,,West Bengal,23.07986259,87.3201828,"23.07986259,23.07650185",Kolkata Circle,Bankura
Madan Gopal Temple,,West Bengal,23.07650185,87.31187439,"23.07650185,23.07541656",Kolkata Circle,Bankura
Stone Chariot,,West Bengal,23.07541656,87.32605743,"23.07541656,23.07474136",Kolkata Circle,Bankura
Small Gateway of Fort,,West Bengal,23.07474136,87.32576752,"23.07474136,23.07429886",Kolkata Circle,Bankura
Gate of Old Fort,,West Bengal,23.07429886,87.32623291,"23.07429886,23.07336426",Kolkata Circle,Bankura
Lalji Temple,,West Bengal,23.07336426,87.32695007,"23.07336426,23.07246017",Kolkata Circle,Bankura
Radha Shyam Temple,,West Bengal,23.07246017,87.32640076,"23.07246017,23.07170868",Kolkata Circle,Bankura
Jor Bangla Temple,,West Bengal,23.07170868,87.32678986,"23.07170868,23.07109261",Kolkata Circle,Bankura
Shyamrai Temple,,West Bengal,23.07109261,87.32406616,"23.07109261,23.06129837",Kolkata Circle,Bankura
Nanda Lal Temple,,West Bengal,23.06129837,87.32300568,"23.06129837,23.06019211",Kolkata Circle,Bankura
Jormandir,,West Bengal,23.06019211,87.32190704,"23.06019211,23.06004906",Kolkata Circle,Bankura
Radha Govinda Temple,,West Bengal,23.06004906,87.32318115,"23.06004906,23.0596447",Kolkata Circle,Bankura
Radha Madhav Temple,,West Bengal,23.0596447,87.32462311,"23.0596447,23.05921364",Kolkata Circle,Bankura
Kalachand Temple,,West Bengal,23.05921364,87.32498932,"23.05921364,23.03694916",Kolkata Circle,Bankura
Gokul chand Temple,,West Bengal,23.03694916,87.46192169,"23.03694916,23.40434074",Kolkata Circle,Bankura
Shyam sundar Temple,,West Bengal,23.40434074,87.39664459,"23.40434074,23.41175652",Kolkata Circle,Bankura
Ancient Mound,,West Bengal,23.41175652,87.44638062,"23.41175652,23.11906052",Kolkata Circle,Barddhaman
Sailesvara Temple,,West Bengal,23.11906052,87.34741974,"23.11906052,23.0682354",Kolkata Circle,Bankura
Rasmancha,,West Bengal,23.0682354,87.32209778,"23.0682354,22.57768059",Kolkata Circle,Bankura
Maghen David Synagogue,,West Bengal,22.57768059,88.35194397,"22.57768059,22.57060864",Kolkata Circle,Kolkata
Currency Building,,West Bengal,22.57060864,88.35059886,"22.57060864,22.57160378",Kolkata Circle,Kolkata
Metcalfe Hall,,West Bengal,22.57160378,88.34477234,"22.57160378,22.57573996",Kolkata Circle,Kolkata
Beth-el-Synagogue,,West Bengal,22.57573996,88.35224008,"22.57573996,22.56990433",Kolkata Circle,Kolkata
St. John Church,,West Bengal,22.56990433,88.34594727,"22.56990433,22.55491257",Kolkata Circle,Kolkata
Old Building of the Asiatic Society,,West Bengal,22.55491257,88.35113525,"22.55491257,22.62668501",Kolkata Circle,Kolkata
CliveÃ¢â¬â¢s House,,West Bengal,22.62668501,88.41597049,"22.62668501,22.41234398",Kolkata Circle,24 Parganas (North)
Temples of Bandopadhaya family,,West Bengal,22.41234398,87.41960907,"22.41234398,22.40924644",Kolkata Circle,West Medinipur
Navaratna Temple Complex and Kalachand Temple Complex,,West Bengal,22.40924644,87.41801453,"22.40924644,22.40843964",Kolkata Circle,West Medinipur
Dharmaraj Temple,,West Bengal,22.40843964,87.41609192,"22.40843964,22.40832138",Kolkata Circle,West Medinipur
Sitala Temple,,West Bengal,22.40832138,87.42024994,"22.40832138,21.99445343",Kolkata Circle,West Medinipur
Jatar Deul,,West Bengal,21.99445343,88.48991394,"21.99445343,23.60084152",Kolkata Circle,24 Parganas (South)
Old Temple at Banda,,West Bengal,23.60084152,86.56450653,"23.60084152,23.73563957",Kolkata Circle,Puruliya
Group of four Ancient Temples,,West Bengal,23.73563957,86.8130722,"23.73563957,24.18600436",Kolkata Circle,Barddhaman
"Tripolia Gate, Killa Nizamat",,West Bengal,24.18600436,88.27116945,"24.18600436,23.07501622",Kolkata Circle,Murshidabad
Patpur Temple,,West Bengal,23.07501622,87.33725792,"23.07501622,23.71839905",Kolkata Circle,Bankura
Stone Temple,,West Bengal,23.71839905,86.94111633,"23.71839905,23.22041702",Kolkata Circle,Barddhaman
Group of Temples (12 nos. Temples),,West Bengal,23.22041702,88.36472321,"23.22041702,23.22079086",Kolkata Circle,Barddhaman
Group of Temples (12 nos. Temples),,West Bengal,23.22079086,88.36431122,"23.22079086,23.22052193",Kolkata Circle,Barddhaman
Group of Temples (12 nos. Temples),,West Bengal,23.22052193,88.36526489,"23.22052193,23.22153282",Kolkata Circle,Barddhaman
Group of Temples (12 nos. Temples),,West Bengal,23.22153282,88.36502838,"23.22153282,23.1971302",Kolkata Circle,Barddhaman
Group of temples known as Brindaban ChandraÃ¢â¬â¢s Math,,West Bengal,23.1971302,88.44094849,"23.1971302,23.15975761",Kolkata Circle,Hugli
Two Ancient Temple (Joined together),,West Bengal,23.15975761,88.24714661,"23.15975761,23.07408905",Kolkata Circle,Barddhaman
Minar,,West Bengal,23.07408905,88.28497314,"23.07408905,22.97958755",Kolkata Circle,Hugli
Shrine and Mosque known as Dargah of Zafar Khan Gazi,,West Bengal,22.97958755,88.40070343,"22.97958755,22.96432114",Kolkata Circle,Hugli
Hansesvari and Vasudeva Temples,,West Bengal,22.96432114,88.39981079,"22.96432114,22.96041679",Kolkata Circle,Hugli
Mosque & Tombs,,West Bengal,22.96041679,88.36979675,"22.96041679,22.89014053",Kolkata Circle,Hugli
Dutch Cemetery together with all tombs & monuments,,West Bengal,22.89014053,88.3917923,"22.89014053,22.88349915",Kolkata Circle,Hugli
Dutch Memorial monument of Susana Anna Maria,,West Bengal,22.88349915,88.3800354,"22.88349915,22.85654259",Kolkata Circle,Hugli
Dupleix Palace,,West Bengal,22.85654259,88.36919403,"22.85654259,22.75263214",Kolkata Circle,Hugli
Danish Cemetery,,West Bengal,22.75263214,88.34479523,"22.75263214,23.44857788",Kolkata Circle,Hugli
Mound known as Bamanpukur Mound of Fort,,West Bengal,23.44857788,88.40315247,"23.44857788,22.722332",Kolkata Circle,Nadia
Warren HastingÃ¢â¬â¢s House,,West Bengal,22.722332,88.48803711,"22.722332,22.68115044",Kolkata Circle,24 Parganas (North)
ChandraketuÃ¢â¬â¢s Fort,,West Bengal,22.68115044,88.68988037,"22.68115044,23.05846786",Kolkata Circle,24 Parganas (North)
Temple,,West Bengal,23.05846786,88.51694489,"23.05846786,26.15167999",Kolkata Circle,Nadia
Rajpat Site,,West Bengal,26.15167999,89.35055542,"26.15167999,23.16613333",Kolkata Circle,Koch Bihar
"Ancient Temple, Bahulara",,West Bengal,23.16613333,87.23523889,"23.16613333,23.06323889",Kolkata Circle,Bankura
Dalmadal Gun and the platform,,West Bengal,23.06323889,87.32100556,"23.06323889,23.118986",Kolkata Circle,Bankura
Saresvara Temple,,West Bengal,23.118986,87.34742824,"23.118986,22.95",Kolkata Circle,Bankura
A Mound and a Statue of Surya,,West Bengal,22.95,86.75,"22.95,22.95",Kolkata Circle,Bankura
A Mound with a Jain Statue,,West Bengal,22.95,86.75,"22.95,22.95833333",Kolkata Circle,Bankura
Image of Durga slaying Mahishasura under a tree,,West Bengal,22.95833333,86.74166667,"22.95833333,27.93298333",Kolkata Circle,Bankura
Lal Masjid,,Rajasthan,27.93298333,76.86405556,"27.93298333,22.95833333",Jaipur Circle,Alwar
Temple site represented by  mound,,West Bengal,22.95833333,86.74166667,"22.95833333,22.95083333",Kolkata Circle,Bankura
A Mound with an image of Nandi,,West Bengal,22.95083333,86.74166667,"22.95083333,22.95833333",Kolkata Circle,Bankura
A Mound with Statues of Ganesh and Nandi,,West Bengal,22.95833333,86.74166667,"22.95833333,23.39523481",Kolkata Circle,Bankura
Rock Inscription of Chandra Varman,,West Bengal,23.39523481,86.99342387,"23.39523481,23.20027838",Kolkata Circle,Bankura
Radha Damodar Temple,,West Bengal,23.20027838,87.45104665,"23.20027838,23.20016201",Kolkata Circle,Bankura
Brindaban Chandra Temple,,West Bengal,23.20016201,87.455618,"23.20016201,23.51573611",Kolkata Circle,Bankura
Rudresvara Temple,,West Bengal,23.51573611,87.37880833,"23.51573611,23.23469722",Kolkata Circle,Barddhaman
"Tomb of Baharam Sakka, Sher Afghan and Nawab Qutbuddin",,West Bengal,23.23469722,87.85235833,"23.23469722,23.15130833",Kolkata Circle,Barddhaman
Jain Brick Temple known as Sat-Deul,,West Bengal,23.15130833,88.04389444,"23.15130833,23.46666667",Kolkata Circle,Barddhaman
Ancient Site,,West Bengal,23.46666667,87.31666667,"23.46666667,24.44265889",Kolkata Circle,Barddhaman
Two Mounds,,West Bengal,24.44265889,87.86509504,"24.44265889,23.95966564",Kolkata Circle,Birbhum
Temple of Dharmaraj,,West Bengal,23.95966564,87.36933492,"23.95966564,25.41331667",Kolkata Circle,Birbhum
